director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,movie_id,comb
Ron Fricke,Collin Alfredo St. Dic,Balinese Tari Legong Dancers,Puti Sri Candra Dewi,Documentary Music,samsara,tt0770802,Collin Alfredo St. Dic Balinese Tari Legong Dancers Puti Sri Candra Dewi Ron Fricke Documentary Music
Ruggero Deodato,Michael Berryman,Eva LaRue,Richard Lynch,Adventure Fantasy,the barbarians,tt0092615,Michael Berryman Eva LaRue Richard Lynch Ruggero Deodato Adventure Fantasy
Gavin Wiesen,Michael Angarano,Blair Underwood,Rita Wilson,Drama Romance,the art of getting by,tt1645080,Michael Angarano Blair Underwood Rita Wilson Gavin Wiesen Drama Romance
Mora Stephens,Ray Winstone,Alexandra Breckenridge,Elena Satine,Drama Thriller,zipper,tt3346224,Ray Winstone Alexandra Breckenridge Elena Satine Mora Stephens Drama Thriller
Mars Callahan,Chazz Palminteri,Ricky Schroder,Ernie Reyes Jr.,Drama Thriller,poolhall junkies,tt0273982,Chazz Palminteri Ricky Schroder Ernie Reyes Jr. Mars Callahan Drama Thriller
Mike Figgis,Kelly Macdonald,Saffron Burrows,Julian Sands,Drama,the loss of sexual innocence,tt0126859,Kelly Macdonald Saffron Burrows Julian Sands Mike Figgis Drama
Leos Carax,Kylie Minogue,Leos Carax,Denis Lavant,Drama Fantasy,holy motors,tt2076220,Kylie Minogue Leos Carax Denis Lavant Leos Carax Drama Fantasy
David Gordon Green,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,Drama,joe,tt2382396,Nicolas Cage Tye Sheridan Ronnie Gene Blevins David Gordon Green Drama
Stefan Schwartz,Peter McNamara,Dan Futterman,Ralph Ineson,Comedy Crime Romance,shooting fish,tt0120122,Peter McNamara Dan Futterman Ralph Ineson Stefan Schwartz Comedy Crime Romance
Renny Harlin,Viggo Mortensen,Lane Smith,Hal Landon Jr.,Crime Drama Horror Thriller,prison,tt0095904,Viggo Mortensen Lane Smith Hal Landon Jr. Renny Harlin Crime Drama Horror Thriller
Robert Lee King,Lauren Ambrose,Kathleen Robertson,Beth Broderick,Comedy Horror Mystery,psycho beach party,tt0206226,Lauren Ambrose Kathleen Robertson Beth Broderick Robert Lee King Comedy Horror Mystery
Kevin Allen,Craig Ferguson,Frances Fisher,Mary McCormack,Comedy,the big tease,tt0156639,Craig Ferguson Frances Fisher Mary McCormack Kevin Allen Comedy
Jorge Ramírez Suárez,Hector Kotsifakis,Adriana Barraza,Arcelia Ramírez,Drama,"buen día, ramón",tt2876428,Hector Kotsifakis Adriana Barraza Arcelia Ramírez Jorge Ramírez Suárez Drama
David Schwimmer,Noah Emmerich,Jordan Trovillion,Zoe Levin,Crime Drama Thriller,trust,tt1529572,Noah Emmerich Jordan Trovillion Zoe Levin David Schwimmer Crime Drama Thriller
Barry Levinson,Anna Friel,Brían F. O'Byrne,Pauline McLynn,Comedy,an everlasting piece,tt0218182,Anna Friel Brían F. O'Byrne Pauline McLynn Barry Levinson Comedy
Sam Miller,Rachel Griffiths,Alan Williams,Rob Jarvis,Comedy Romance,among giants,tt0122906,Rachel Griffiths Alan Williams Rob Jarvis Sam Miller Comedy Romance
Anne Fontaine,Robin Wright,Naomi Watts,Ben Mendelsohn,Drama Romance,adore,tt2103267,Robin Wright Naomi Watts Ben Mendelsohn Anne Fontaine Drama Romance
Dan Ireland,Salma Hayek,Danny Arroyo,Olivia d'Abo,Comedy Drama Romance,the velocity of gary,tt0120878,Salma Hayek Danny Arroyo Olivia d'Abo Dan Ireland Comedy Drama Romance
Fernando León de Aranoa,Luis Tosar,Enrique Villén,Aida Folch,Comedy Drama,mondays in the sun,tt0319769,Luis Tosar Enrique Villén Aida Folch Fernando León de Aranoa Comedy Drama
Jim Mickle,Connor Paolo,Michael Cerveris,Nick Damici,Drama Horror Sci-Fi,stake land,tt1464580,Connor Paolo Michael Cerveris Nick Damici Jim Mickle Drama Horror Sci-Fi
unknown,Doug Brochu,Tiffany Thornton,Brandon Mychal Smith,Comedy Family Romance,sonny with a chance,tt1252374,Doug Brochu Tiffany Thornton Brandon Mychal Smith unknown Comedy Family Romance
Stephen Kay,Keanu Reeves,Marg Helgenberger,Gretchen Mol,Biography Drama,the last time i committed suicide,tt0119502,Keanu Reeves Marg Helgenberger Gretchen Mol Stephen Kay Biography Drama
Karim Aïnouz,Wagner Moura,Clemens Schick,Jesuíta Barbosa,Drama,futuro beach,tt2199543,Wagner Moura Clemens Schick Jesuíta Barbosa Karim Aïnouz Drama
Sam Levinson,George Kennedy,Ezra Miller,Demi Moore,Comedy Drama,another happy day,tt1719071,George Kennedy Ezra Miller Demi Moore Sam Levinson Comedy Drama
Julian Gilbey,Ed Speleers,Eamonn Walker,Sean Harris,Action Adventure Crime Thriller,a lonely place to die,tt1422136,Ed Speleers Eamonn Walker Sean Harris Julian Gilbey Action Adventure Crime Thriller
Vincenzo Natali,David Hewlett,Angelo Tsarouchas,Marie-Josée Croze,Comedy Fantasy,nothing,tt0298482,David Hewlett Angelo Tsarouchas Marie-Josée Croze Vincenzo Natali Comedy Fantasy
Aleksandr Veledinskiy,Konstantin Khabenskiy,Elena Lyadova,Eugenia Khirivskaya,Adventure Drama,the geographer drank his globe away,tt3155604,Konstantin Khabenskiy Elena Lyadova Eugenia Khirivskaya Aleksandr Veledinskiy Adventure Drama
Peter H. Hunt,Blythe Danner,Ken Howard,Howard Caine,Drama Family History Musical,1776,tt0068156,Blythe Danner Ken Howard Howard Caine Peter H. Hunt Drama Family History Musical
Ruba Nadda,Saad Siddiqui,Bonnie Lee Bouman,Fadia Nadda,Drama Mystery Romance Thriller,inescapable,tt1844203,Saad Siddiqui Bonnie Lee Bouman Fadia Nadda Ruba Nadda Drama Mystery Romance Thriller
Howard Hughes,Jean Harlow,Marian Marsh,James Hall,Drama War,hell's angels,tt0020960,Jean Harlow Marian Marsh James Hall Howard Hughes Drama War
Edward Burns,Debra Messing,Rosemarie DeWitt,Peter Jacobson,Comedy Drama Romance,purple violets,tt0491109,Debra Messing Rosemarie DeWitt Peter Jacobson Edward Burns Comedy Drama Romance
Phil Joanou,Lily Rabe,Shannon Woodward,Kira McLean,Horror,the veil,tt3533916,Lily Rabe Shannon Woodward Kira McLean Phil Joanou Horror
Sean Byrne,Robin McLeavy,Jessica McNamee,Victoria Thaine,Horror Thriller,the loved ones,tt1316536,Robin McLeavy Jessica McNamee Victoria Thaine Sean Byrne Horror Thriller
Chris Stokes,Kristen Quintrall,Rachel Sterling,Black Thomas,Horror,no vacancy,tt1854582,Kristen Quintrall Rachel Sterling Black Thomas Chris Stokes Horror
Mark Griffiths,Eric Mabius,Gina Holden,Brooke D'Orsay,Comedy Romance,how to fall in love,tt2395247,Eric Mabius Gina Holden Brooke D'Orsay Mark Griffiths Comedy Romance
Bruce Macdonald,Rachel Hendrix,Cheryl Ladd,Diana Vickers,Adventure Biography Drama Romance,the perfect wave,tt2414822,Rachel Hendrix Cheryl Ladd Diana Vickers Bruce Macdonald Adventure Biography Drama Romance
Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,Adventure Drama History,ben-hur,tt2638144,Morgan Freeman Ayelet Zurer Moises Arias Timur Bekmambetov Adventure Drama History
Fred Zinnemann,Robert Shaw,Susannah York,Paul Scofield,Biography Drama History,a man for all seasons,tt0060665,Robert Shaw Susannah York Paul Scofield Fred Zinnemann Biography Drama History
Sidney Lumet,Robert Duvall,Faye Dunaway,William Holden,Drama Romance,network,tt0074958,Robert Duvall Faye Dunaway William Holden Sidney Lumet Drama Romance
Victor Fleming,Hattie McDaniel,George Reeves,Thomas Mitchell,Drama History Romance War,gone with the wind,tt0031381,Hattie McDaniel George Reeves Thomas Mitchell Victor Fleming Drama History Romance War
Richard Raymond,Tom Cullen,Reece Ritchie,Marama Corlett,Biography Drama,desert dancer,tt2403393,Tom Cullen Reece Ritchie Marama Corlett Richard Raymond Biography Drama
Sam Peckinpah,James Coburn,Slim Pickens,Warren Oates,Adventure War Western,major dundee,tt0059418,James Coburn Slim Pickens Warren Oates Sam Peckinpah Adventure War Western
Alan Jacobs,Snoop Dogg,Laz Alonso,Nicholas Gonzalez,Drama,down for life,tt1056477,Snoop Dogg Laz Alonso Nicholas Gonzalez Alan Jacobs Drama
George Sidney,Keenan Wynn,Howard Keel,Betty Hutton,Biography Comedy Musical Romance Western,annie get your gun,tt0042200,Keenan Wynn Howard Keel Betty Hutton George Sidney Biography Comedy Musical Romance Western
Christopher Morris,Kayvan Novak,Riz Ahmed,Alex Macqueen,Comedy Crime Drama,four lions,tt1341167,Kayvan Novak Riz Ahmed Alex Macqueen Christopher Morris Comedy Crime Drama
Andrucha Waddington,Fernanda Montenegro,Seu Jorge,Fernanda Torres,Drama,house of sand,tt0373747,Fernanda Montenegro Seu Jorge Fernanda Torres Andrucha Waddington Drama
Peter Stebbings,Michael Kelly,Tony Nappo,Charlotte Sullivan,Comedy Crime Drama,defendor,tt1303828,Michael Kelly Tony Nappo Charlotte Sullivan Peter Stebbings Comedy Crime Drama
Vincente Minnelli,Gladys Cooper,Reginald Owen,Ellen Ross,Adventure Comedy Musical Romance,the pirate,tt0040694,Gladys Cooper Reginald Owen Ellen Ross Vincente Minnelli Adventure Comedy Musical Romance
Dagur Kári,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,Drama,the good heart,tt0808285,Alice Olivia Clarke Susan Blommaert Stephen Henderson Dagur Kári Drama
Nicholas Hytner,Dominic Cooper,Russell Tovey,James Corden,Comedy Drama,the history boys,tt0464049,Dominic Cooper Russell Tovey James Corden Nicholas Hytner Comedy Drama
Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,Action Mystery Thriller,unknown,tt1401152,Liam Neeson Frank Langella Aidan Quinn Jaume Collet-Serra Action Mystery Thriller
unknown,David Ogden Stiers,Jamie Farr,Mike Farrell,Comedy Drama War,m*a*s*h,tt0068098,David Ogden Stiers Jamie Farr Mike Farrell unknown Comedy Drama War
John Schlesinger,Brenda Vaccaro,Barnard Hughes,John McGiver,Drama,midnight cowboy,tt0064665,Brenda Vaccaro Barnard Hughes John McGiver John Schlesinger Drama
Jim Abrahams,Peter Graves,Lloyd Bridges,Barbara Billingsley,Comedy,airplane!,tt0080339,Peter Graves Lloyd Bridges Barbara Billingsley Jim Abrahams Comedy
Kevin Carraway,Michael Jai White,Max Ryan,Jon Osbeck,Action Thriller,chain of command,tt4340720,Michael Jai White Max Ryan Jon Osbeck Kevin Carraway Action Thriller
F. Gary Gray,Nia Long,John Witherspoon,Tony Cox,Comedy Drama,friday,tt0113118,Nia Long John Witherspoon Tony Cox F. Gary Gray Comedy Drama
Albert Hughes,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,Crime Drama Thriller,menace ii society,tt0107554,Jada Pinkett Smith Larenz Tate Khandi Alexander Albert Hughes Crime Drama Thriller
unknown,Ta'Rhonda Jones,Gabourey Sidibe,Malik Yoba,Drama Music,empire,tt3228904,Ta'Rhonda Jones Gabourey Sidibe Malik Yoba unknown Drama Music
Michael Gornick,George Kennedy,Holt McCallany,Dorothy Lamour,Comedy Fantasy Horror Thriller,creepshow 2,tt0092796,George Kennedy Holt McCallany Dorothy Lamour Michael Gornick Comedy Fantasy Horror Thriller
Sam Peckinpah,Slim Pickens,Jason Robards,L.Q. Jones,Comedy Drama Romance Western,the ballad of cable hogue,tt0065446,Slim Pickens Jason Robards L.Q. Jones Sam Peckinpah Comedy Drama Romance Western
Richard Brooks,John Forsythe,Robert Blake,Will Geer,Biography Crime Drama History,in cold blood,tt0061809,John Forsythe Robert Blake Will Geer Richard Brooks Biography Crime Drama History
Fred Zinnemann,Colleen Dewhurst,Peter Finch,Beatrice Straight,Drama,the nun's story,tt0053131,Colleen Dewhurst Peter Finch Beatrice Straight Fred Zinnemann Drama
Jack Smight,Janet Leigh,Robert Wagner,Shelley Winters,Action Crime Drama Mystery Thriller,harper,tt0060490,Janet Leigh Robert Wagner Shelley Winters Jack Smight Action Crime Drama Mystery Thriller
Alfred Hitchcock,Bernard Cribbins,Jean Marsh,Clive Swift,Thriller,frenzy,tt0068611,Bernard Cribbins Jean Marsh Clive Swift Alfred Hitchcock Thriller
Robert Eggers,Julian Richings,Kate Dickie,Ralph Ineson,Horror Mystery,the witch,tt4263482,Julian Richings Kate Dickie Ralph Ineson Robert Eggers Horror Mystery
Michael Martin,Joe Estevez,Master P,Anthony Johnson,Comedy,i got the hook up,tt0131436,Joe Estevez Master P Anthony Johnson Michael Martin Comedy
Edward Burns,John Mahoney,Frank Vincent,Michael McGlone,Comedy Drama Romance,she's the one,tt0117628,John Mahoney Frank Vincent Michael McGlone Edward Burns Comedy Drama Romance
Bill Condon,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,Biography Drama,gods and monsters,tt0120684,Brendan Fraser Lynn Redgrave Kevin J. O'Connor Bill Condon Biography Drama
Juan José Campanella,Ricardo Darín,Soledad Villamil,Guillermo Francella,Drama Mystery Thriller,the secret in their eyes,tt1305806,Ricardo Darín Soledad Villamil Guillermo Francella Juan José Campanella Drama Mystery Thriller
George A. Romero,Greg Nicotero,John Amplas,Joseph Pilato,Horror,day of the dead,tt0088993,Greg Nicotero John Amplas Joseph Pilato George A. Romero Horror
Gideon Raff,Gideon Emery,Gloria Votsis,Derek Magyar,Horror Thriller,train,tt1015474,Gideon Emery Gloria Votsis Derek Magyar Gideon Raff Horror Thriller
Sam Raimi,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,Comedy Fantasy Horror Thriller,evil dead ii,tt0092991,Ted Raimi Dan Hicks Kassie Wesley DePaiva Sam Raimi Comedy Fantasy Horror Thriller
Louis C.K.,Wanda Sykes,J.B. Smoove,Robert Vaughn,Action Adventure Comedy Musical,pootie tang,tt0258038,Wanda Sykes J.B. Smoove Robert Vaughn Louis C.K. Action Adventure Comedy Musical
Anthony C. Ferrante,Ian Ziering,John Heard,Cassandra Scerbo,Horror,sharknado,tt2724064,Ian Ziering John Heard Cassandra Scerbo Anthony C. Ferrante Horror
Salvador Carrasco,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,Drama History,la otra conquista,tt0175996,Elpidia Carrillo Zaide Silvia Gutiérrez Damián Delgado Salvador Carrasco Drama History
André Øvredal,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,Comedy Drama Fantasy Horror,trollhunter,tt1740707,Otto Jespersen Johanna Mørck Glenn Erland Tosterud André Øvredal Comedy Drama Fantasy Horror
Robert Cary,Frances Conroy,Fred Willard,Kevin Sussman,Comedy Romance,ira & abby,tt0480251,Frances Conroy Fred Willard Kevin Sussman Robert Cary Comedy Romance
Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,Action Comedy Sci-Fi,the watch,tt1298649,Will Forte Nicholas Braun Rosemarie DeWitt Akiva Schaffer Action Comedy Sci-Fi
Adam Rapp,Zooey Deschanel,Will Ferrell,Dallas Roberts,Comedy Drama,winter passing,tt0380817,Zooey Deschanel Will Ferrell Dallas Roberts Adam Rapp Comedy Drama
Angela Robinson,Jordana Brewster,Geoff Stults,Scoot McNairy,Action Comedy Romance,d.e.b.s.,tt0367631,Jordana Brewster Geoff Stults Scoot McNairy Angela Robinson Action Comedy Romance
Warren P. Sonoda,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki,Action Biography Crime Drama Family Fantasy,the masked saint,tt3103166,Diahann Carroll Mykel Shannon Jenkins Lara Jean Chorostecki Warren P. Sonoda Action Biography Crime Drama Family Fantasy
Amanda Gusack,Alice Krige,Christian Campbell,Blaine Anderson,Crime Drama Mystery Thriller,the betrayed,tt1074191,Alice Krige Christian Campbell Blaine Anderson Amanda Gusack Crime Drama Mystery Thriller
Avi Nesher,Fisher Stevens,Elizabeth Berkley,Robert Townsend,Action Comedy Crime Thriller,taxman,tt0138862,Fisher Stevens Elizabeth Berkley Robert Townsend Avi Nesher Action Comedy Crime Thriller
unknown,James Nesbitt,Ash Cook,Genevieve O'Reilly,Drama Thriller,the secret,tt5116280,James Nesbitt Ash Cook Genevieve O'Reilly unknown Drama Thriller
Charles Adelman,Teri Polo,Kevin Pollak,Jere Burns,Horror Thriller,2:13,tt1002561,Teri Polo Kevin Pollak Jere Burns Charles Adelman Horror Thriller
Jay Oliva,Michael Emerson,Mark Valley,Grey Griffin,Action Animation Crime Sci-Fi Thriller,"batman: the dark knight returns, part 2",tt2166834,Michael Emerson Mark Valley Grey Griffin Jay Oliva Action Animation Crime Sci-Fi Thriller
Charles Ferguson,Jane Goodall,Jerry Brown,Peter Agnefjall,Documentary,time to choose,tt5001130,Jane Goodall Jerry Brown Peter Agnefjall Charles Ferguson Documentary
Uwe Boll,Bashar Rahal,Shelly Varod,Ralitsa Paskaleva,Action Adventure Fantasy Thriller,in the name of the king: the last job,tt2379386,Bashar Rahal Shelly Varod Ralitsa Paskaleva Uwe Boll Action Adventure Fantasy Thriller
Mark Young,Alexa PenaVega,Jake Busey,Lew Temple,Action Crime Drama Thriller,wicked blood,tt2761578,Alexa PenaVega Jake Busey Lew Temple Mark Young Action Crime Drama Thriller
Daniel Petrie Jr.,Chris Brochu,Jeff Fahey,Rita Wilson,Drama Thriller,dawn patrol,tt2073661,Chris Brochu Jeff Fahey Rita Wilson Daniel Petrie Jr. Drama Thriller
Antonio Simoncini,Ray Winstone,Joe Egan,Glen Murphy,Crime Mystery Thriller,lords of london,tt1800337,Ray Winstone Joe Egan Glen Murphy Antonio Simoncini Crime Mystery Thriller
Mel Brooks,Madeline Kahn,Harvey Korman,Dick Van Patten,Comedy,high anxiety,tt0076141,Madeline Kahn Harvey Korman Dick Van Patten Mel Brooks Comedy
Luc Jacquet,Morgan Freeman,Sofie Gråbøl,Romane Bohringer,Documentary,march of the penguins,tt0428803,Morgan Freeman Sofie Gråbøl Romane Bohringer Luc Jacquet Documentary
J.C. Chandor,Kevin Spacey,Demi Moore,Ashley Williams,Biography Drama Thriller,margin call,tt1615147,Kevin Spacey Demi Moore Ashley Williams J.C. Chandor Biography Drama Thriller
Eldar Rapaport,Murray Bartlett,Adrian Gonzalez,Edward Conna,Drama Romance,august,tt1753460,Murray Bartlett Adrian Gonzalez Edward Conna Eldar Rapaport Drama Romance
Clark Gregg,Anjelica Huston,Matt Gerald,Jonah Bobo,Comedy Drama,choke,tt1024715,Anjelica Huston Matt Gerald Jonah Bobo Clark Gregg Comedy Drama
Damien Chazelle,J.K. Simmons,Melissa Benoist,Chris Mulkey,Drama Music,whiplash,tt2582802,J.K. Simmons Melissa Benoist Chris Mulkey Damien Chazelle Drama Music
Fernando Meirelles,Alice Braga,Seu Jorge,Alexandre Rodrigues,Crime Drama,city of god,tt0317248,Alice Braga Seu Jorge Alexandre Rodrigues Fernando Meirelles Crime Drama
Justin Kerrigan,Danny Dyer,John Simm,Shaun Parkes,Comedy Music,human traffic,tt0188674,Danny Dyer John Simm Shaun Parkes Justin Kerrigan Comedy Music
Nathan Frankowski,Corbin Bleu,Rus Blackwell,Luis Antonio,Biography Drama Music,day one,tt1850418,Corbin Bleu Rus Blackwell Luis Antonio Nathan Frankowski Biography Drama Music
Karen Moncrieff,James Franco,Bruce Davison,Piper Laurie,Crime Drama Mystery,the dead girl,tt0783238,James Franco Bruce Davison Piper Laurie Karen Moncrieff Crime Drama Mystery
Thomas Vinterberg,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,Drama,the hunt,tt2106476,Thomas Bo Larsen Alexandra Rapaport Hana Shuan Thomas Vinterberg Drama
Bob Clark,Zack Ward,Darren McGavin,Scott Schwartz,Comedy Family,a christmas story,tt0085334,Zack Ward Darren McGavin Scott Schwartz Bob Clark Comedy Family
Alejandro Monteverde,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,Drama Romance,bella,tt0482463,Armando Riesco Ramon Rodriguez Eduardo Verástegui Alejandro Monteverde Drama Romance
Mark L. Lester,Roddy McDowall,Perry King,Timothy Van Patten,Action Crime Drama Thriller,class of 1984,tt0083739,Roddy McDowall Perry King Timothy Van Patten Mark L. Lester Action Crime Drama Thriller
Jennifer Finnigan,Geoff Stults,Kenan Thompson,Josh Hopkins,Comedy,the opposite sex,tt2796678,Geoff Stults Kenan Thompson Josh Hopkins Jennifer Finnigan Comedy
Eric Styles,Samantha Morton,Rupert Graves,Miriam Margolyes,Drama Romance,dreaming of joseph lees,tt0144178,Samantha Morton Rupert Graves Miriam Margolyes Eric Styles Drama Romance
Laurent Cantet,François Bégaudeau,Agame Malembo-Emene,Angélica Sancio,Drama,the class,tt1068646,François Bégaudeau Agame Malembo-Emene Angélica Sancio Laurent Cantet Drama
Roman Polanski,John Cassavetes,Mia Farrow,Charles Grodin,Drama Horror,rosemary's baby,tt0063522,John Cassavetes Mia Farrow Charles Grodin Roman Polanski Drama Horror
John Ford,Lee Marvin,Woody Strode,Vera Miles,Drama Western,the man who shot liberty valance,tt0056217,Lee Marvin Woody Strode Vera Miles John Ford Drama Western
Max Mayer,Peter Gallagher,Terry Walters,Amy Irving,Drama Romance,adam,tt1185836,Peter Gallagher Terry Walters Amy Irving Max Mayer Drama Romance
Joshua Marston,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,Crime Drama,maria full of grace,tt0390221,Catalina Sandino Moreno Wilson Guerrero Yenny Paola Vega Joshua Marston Crime Drama
